itemset,Support
"(589, 858, 1196, 1214, 2571)",51
"(260, 589, 858, 1196, 1214, 2571)",51
"(260, 318, 1198, 1210, 2858)",51
"(50, 1089, 1213, 4226)",51
"(318, 593, 608, 1089, 1213)",51
"(260, 858, 1198, 1214, 2571)",51
"(296, 593, 1097, 1196, 1210)",51
"(296, 1097, 1196, 1210, 2571)",51
"(296, 318, 858, 1221, 4226)",51
"(318, 858, 1221, 2571, 4226)",51
"(296, 318, 1221, 2571, 4226)",51
"(593, 1221, 2571, 4226)",51
"(296, 356, 4306, 4963)",51
"(296, 318, 858, 1196, 1198, 2571)",51
"(589, 592, 1210, 1240, 2571)",51
"(356, 1198, 1200, 2571)",51
"(260, 593, 1196, 1222, 2571)",51
"(260, 2571, 4306, 4963)",51
"(1, 2571, 4306, 4963)",51
"(260, 1196, 1198, 1210, 2571, 58559)",51
"(1, 260, 589, 1198, 1240, 1291)",51
"(50, 260, 589, 1196, 1210, 2858)",51
"(318, 1198, 1210, 2858)",51
"(296, 593, 1198, 1210, 2858)",51
"(50, 1221, 2571, 4226)",51
"(318, 1221, 2858, 4226)",51
"(47, 296, 858, 1214)",51
"(47, 858, 1214, 2571)",51
"(318, 356, 858, 58559)",51
"(260, 858, 58559)",51
"(50, 858, 58559)",51
"(356, 4306, 58559)",51
"(260, 1196, 1210, 4306, 4963)",51
"(260, 4963, 4993)",51
"(296, 1089, 1213, 2571, 4226)",51
"(1198, 1210, 2571, 58559)",51
"(260, 1198, 1210, 2571, 58559)",51
"(593, 858, 1214, 2858)",51
"(260, 296, 858, 1214, 2858)",51
"(318, 858, 1210, 1214)",51
"(318, 593, 1221, 4226)",51
"(318, 858, 1196, 1210, 1214)",51
"(593, 858, 1196, 1210, 1214)",51
"(260, 318, 858, 1196, 1210, 1214)",51
"(260, 296, 356, 1196, 1222, 2571)",51
"(589, 1196, 1222, 2571)",51
"(260, 589, 1196, 1222, 2571)",51
"(356, 593, 858, 1196, 1198)",51
"(260, 296, 318, 858, 1196, 1198, 2571)",51
"(593, 1196, 1222, 2571)",51
"(1196, 1198, 1210, 2571, 58559)",51
"(50, 296, 593, 1196, 1210, 2858)",51
"(50, 318, 1196, 1210, 2571, 2858)",51
"(50, 593, 1196, 1210, 2571, 2858)",51
"(50, 356, 1196, 1210, 2571, 2858)",51
"(50, 260, 296, 356, 1196, 1210, 2858)",51
"(260, 593, 858, 1196, 1210, 1214)",51
"(260, 858, 1221, 2571, 2762)",51
"(50, 858, 1221, 2762)",51
"(858, 1221, 2762, 2858)",51
"(47, 260, 58559)",51
"(296, 318, 2858, 58559)",51
"(318, 1210, 2571, 58559)",51
"(356, 1210, 58559)",51
"(356, 1198, 2571, 58559)",51
"(260, 296, 1198, 58559)",51
"(318, 4226, 4963)",51
"(593, 608, 1089, 1213, 2571)",51
"(260, 296, 356, 589, 1136, 1210)",51
"(296, 858, 1210, 1214, 2571)",51
"(260, 318, 858, 1210, 1214)",51
"(260, 593, 858, 1210, 1214)",51
"(260, 296, 858, 1210, 1214, 2571)",51
"(589, 858, 1210, 1214, 2571)",51
"(1, 318, 1136, 1210)",51
"(1, 1198, 1200)",51
"(296, 1196, 1198, 1200, 2571)",51
"(592, 1240, 2858)",51
"(47, 296, 318, 2571, 58559)",51
"(47, 593, 2571, 58559)",51
"(47, 356, 2571, 58559)",51
"(5349, 6874, 7438)",51
"(318, 593, 44191)",51
"(296, 318, 1214, 2571, 2762)",51
"(260, 1221, 2571, 2762)",51
"(296, 356, 1196, 1214, 2762)",51
"(296, 356, 1097, 1210)",51
"(260, 296, 593, 1097, 1210)",51
"(50, 260, 296, 593, 1210, 2858)",51
"(50, 260, 318, 1210, 2571, 2858)",51
"(50, 260, 593, 1210, 2571, 2858)",51
"(50, 260, 356, 1210, 2571, 2858)",51
"(260, 527, 1097, 1210)",51
"(1, 1097, 1210, 2571)",51
"(260, 318, 1214, 2762)",51
"(356, 1291, 4963)",51
"(260, 1291, 4963)",51
"(260, 1196, 1291, 4963)",51
"(260, 296, 318, 608, 1089, 1213)",51
"(296, 589, 1136, 1291)",51
"(356, 589, 1136, 1291)",51
"(260, 589, 1136, 1291, 2571)",51
"(1, 296, 1136, 1291)",51
"(1, 356, 1136, 1291)",51
"(541, 1036, 1291)",51
"(260, 296, 589, 858, 1196, 1198)",51
"(1, 296, 858, 1196, 1198)",51
"(1, 260, 296, 858, 1196, 1198)",51
"(50, 318, 593, 858, 1198)",51
"(50, 318, 858, 1198, 2571)",51
"(260, 356, 593, 1222, 2571)",51
"(260, 356, 593, 858, 1196, 1198)",51
"(296, 589, 858, 1196, 1198)",51
"(50, 318, 2571, 58559)",51
"(50, 356, 58559)",51
"(260, 356, 589, 1214, 2762)",51
"(527, 1214, 2762)",51
"(1, 1214, 2762)",51
"(296, 318, 1196, 1214, 2762)",51
"(260, 858, 1196, 1210, 1221, 2858)",51
"(260, 592, 858, 1221)",51
"(592, 858, 1196, 1221)",51
"(780, 858, 1221)",51
"(1, 2571, 58559)",51
"(296, 318, 1196, 58559)",51
"(318, 356, 1196, 58559)",51
"(296, 356, 1196, 58559)",51
"(318, 1270, 4963)",51
"(260, 356, 608, 1089, 1213)",51
"(589, 608, 1089, 1213)",51
"(260, 296, 356, 1136, 1291)",51
"(296, 1270, 4963)",51
"(593, 608, 1089, 1196, 1213)",51
"(296, 608, 1089, 1196, 1213, 2571)",51
"(260, 608, 1089, 1196, 1213, 2571)",51
"(32, 50, 858, 1221)",51
"(541, 589, 1196, 1291)",51
"(541, 1198, 1210, 1291)",51
"(260, 541, 1196, 1198, 1210, 1291)",51
"(296, 589, 1196, 1214, 2571, 2762)",51
"(4963, 79132)",51
"(356, 589, 1222)",51
"(260, 296, 589, 1222)",51
"(260, 356, 1270, 4963)",51
"(260, 593, 2571, 58559)",51
"(356, 589, 1214, 2571, 2762)",51
"(260, 589, 593, 1214, 2762)",51
"(296, 1097, 2571, 2858)",51
"(296, 1214, 2571, 2762, 2858)",51
"(356, 1214, 2762, 2858)",51
"(589, 1214, 2762, 2858)",51
"(1, 589, 1196, 1210, 2858)",51
"(260, 356, 44191)",51
"(858, 1196, 1210, 1221, 2858)",51
"(1, 318, 1196, 1210, 2858)",51
"(260, 296, 589, 1196, 1214, 2762)",51
"(296, 1198, 1214, 2762)",51
"(260, 1198, 1214, 2571, 2762)",51
"(260, 296, 589, 592, 1196, 1240)",51
"(260, 589, 592, 593, 1196, 1240)",51
"(592, 1196, 1198, 1240, 2571)",51
"(356, 608, 648)",51
"(47, 608, 648)",51
"(47, 1196, 1240, 1291)",51
"(1196, 1240, 1291, 2858)",51
"(260, 527, 1196, 1210, 2571, 2858)",51
"(260, 296, 356, 589, 1196, 1210, 2858)",51
"(50, 296, 858, 1198, 1210, 1221)",51
"(50, 260, 296, 858, 1198, 1210, 1221)",51
"(50, 318, 858, 1196, 1198)",51
"(50, 858, 1196, 1198, 2571)",51
"(50, 260, 318, 858, 1196, 1198)",51
"(50, 260, 593, 858, 1196, 1198)",51
"(50, 260, 858, 1196, 1198, 2571)",51
"(296, 356, 593, 2571, 58559)",51
"(589, 1198, 1214, 2762)",51
"(47, 296, 593, 1214, 2762)",51
"(260, 296, 593, 1196, 1214, 2571, 2762)",51
"(47, 1097, 1196)",51
"(318, 589, 1196, 1210, 2571, 2858)",51
"(296, 589, 593, 1196, 1210, 2571, 2858)",51
"(260, 318, 589, 1196, 1210, 2858)",51
"(356, 1196, 44191)",51
"(296, 1210, 1214, 2571, 2762)",51
"(593, 1210, 1214, 2571, 2762)",51
"(47, 589, 1214, 2762)",51
"(296, 1196, 1210, 1214, 2571, 2762)",51
"(260, 296, 1196, 1210, 1214, 2762)",51
"(1097, 1196, 1198, 2571)",51
"(356, 1097, 1196, 1198)",51
"(260, 1097, 1196, 1198, 2571)",51
"(260, 296, 356, 593, 1222)",51
"(608, 648, 1210)",51
"(260, 608, 648, 1210)",51
"(356, 1210, 1270, 4963)",51
"(260, 608, 2858, 4226)",51
"(50, 356, 608, 1089, 1213)",51
"(589, 858, 1198, 1210, 1221)",51
"(260, 589, 858, 1198, 1210, 1221)",51
"(47, 260, 1097)",51
"(592, 1214, 2762)",51
"(260, 296, 1210, 1214, 2762)",51
"(593, 1196, 1210, 1214, 2762)",51
"(589, 858, 1214, 2762)",51
"(260, 608, 1089, 1198, 1213)",51
"(50, 608, 1089, 1198, 1213)",51
"(47, 296, 318, 608, 4226)",51
"(47, 296, 593, 608, 4226)",51
"(260, 608, 1196, 1210, 4226)",51
"(32, 608, 4226)",51
"(260, 356, 1097, 1196, 1198)",51
"(47, 260, 608, 4226)",51
"(47, 50, 608, 4226)",51
"(260, 296, 356, 1210, 1240, 1291)",51
"(296, 589, 1210, 1240, 1291, 2571)",51
"(541, 1036, 1198)",51
"(260, 1214, 4306)",51
"(1, 1214, 4306)",51
"(1196, 1214, 2571, 4306)",51
"(296, 1214, 4993)",51
"(593, 1214, 4993)",51
"(296, 356, 593, 1222, 2571)",51
"(150, 1240)",51
"(296, 592, 593, 1240)",51
"(260, 296, 1196, 1198, 1200, 2571)",51
"(318, 356, 1222, 2571)",51
"(296, 356, 608, 2858, 4226)",51
"(296, 356, 1214, 4226)",51
"(260, 589, 1136, 1196, 1291, 2571)",51
"(1, 858, 1196, 1210, 1221)",51
"(1, 260, 858, 1196, 1210, 1221)",51
"(50, 593, 858, 1210, 1221)",51
"(356, 1214, 4993)",51
"(260, 1214, 4993)",51
"(1196, 1214, 4993)",51
"(296, 858, 1214, 2762)",51
"(50, 260, 593, 858, 1210, 1221)",51
"(50, 260, 296, 858, 1210, 1221, 2571)",51
"(260, 318, 608, 1196, 4226)",51
"(260, 296, 608, 1196, 4226)",51
"(50, 318, 608, 4226)",51
"(296, 608, 1198, 4226)",51
"(260, 593, 608, 4226)",51
"(296, 318, 356, 1196, 1210, 2571, 2858)",51
"(47, 2858, 44191)",51
"(356, 1210, 44191)",51
"(260, 296, 1196, 1214, 2571, 4226)",51
"(296, 318, 593, 608, 1214)",51
"(50, 296, 858, 1210, 1221, 2571)",51
"(356, 589, 1210, 1240, 1291, 2571)",51
"(1, 260, 296, 1210, 1240, 1291)",51
"(260, 296, 356, 1196, 1210, 1240, 1291)",51
"(260, 296, 608, 2571, 4226)",51
"(296, 356, 593, 608, 4226)",51
"(47, 260, 608, 1089, 1213)",51
"(50, 260, 1198, 1200)",51
"(47, 296, 1200)",51
"(47, 296, 318, 356, 593, 858, 2571)",51
"(296, 318, 1214, 2571, 4226)",51
"(50, 608, 1089, 1213, 2858)",51
"(260, 356, 589, 1196, 1210, 1240, 2858)",51
"(47, 296, 1214, 4226)",51
"(296, 1214, 2858, 4226)",51
"(1210, 1214, 4226)",51
"(1196, 1210, 1214, 4226)",51
"(318, 4993, 44191)",51
"(296, 4226, 44191)",51
"(296, 318, 593, 1196, 1210, 2571, 2858)",51
"(47, 1210, 1240, 2571, 2858)",51
"(47, 260, 1210, 1240, 2858)",51
"(47, 260, 1196, 1210, 1240, 2858)",51
"(110, 356, 4963)",51
"(1, 4886, 4963)",51
"(296, 589, 1196, 1210, 1240, 1291, 2571)",51
"(356, 589, 1196, 1210, 1240, 1291, 2571)",51
"(260, 608, 4993)",51
"(260, 593, 858, 1196, 1210, 1221, 2571)",51
"(260, 356, 593, 858, 1196, 1210, 1221)",51
"(296, 356, 1136, 1196, 1291)",51
"(260, 296, 356, 1136, 1196, 1291)",51
"(260, 296, 318, 608, 1214)",51
"(296, 318, 858, 1196, 1210, 1221)",51
"(593, 858, 1196, 1210, 1221, 2571)",51
"(356, 593, 858, 1196, 1210, 1221)",51
"(260, 296, 318, 858, 1196, 1210, 1221)",51
"(318, 593, 608, 2571, 4226)",51
"(47, 260, 356, 593, 858)",51
"(47, 296, 589, 593, 858)",51
"(47, 296, 318, 589, 858, 2571)",51
"(47, 50, 608, 1089, 1213)",51
"(593, 608, 1089, 1213, 2858)",51
"(318, 356, 608, 4306)",51
"(47, 356, 589, 858, 2571)",51
"(47, 260, 589, 593, 858)",51
"(1, 260, 296, 356, 1210, 2858)",51
"(1, 260, 356, 1210, 2571, 2858)",51
"(1, 260, 589, 1210, 2858)",51
"(318, 608, 1198, 1214)",51
"(356, 608, 1198, 1214)",51
"(260, 296, 593, 1097, 1196)",51
"(260, 356, 1097, 1196, 2571)",51
"(608, 1196, 2571, 4306)",51
"(356, 608, 1196, 4306)",51
"(608, 1210, 2571, 4306)",51
"(356, 608, 1210, 4306)",51
"(608, 2571, 4993)",51
"(356, 608, 4993)",51
"(260, 589, 608, 1196, 1214)",51
"(296, 541, 1036)",51
"(296, 356, 589, 1210, 2571, 2858)",51
"(260, 296, 356, 589, 1210, 2858)",51
"(296, 527, 1210, 2858)",51
"(1, 296, 593, 1210, 2858)",51
"(296, 318, 608, 1196, 1214)",51
"(260, 318, 858, 1210, 1221, 2571)",51
"(260, 318, 356, 858, 1210, 1221)",51
"(260, 296, 356, 858, 1210, 1221, 2571)",51
"(260, 296, 608, 858, 1089, 1213)",51
"(260, 318, 608, 4306)",51
"(260, 296, 608, 4306)",51
"(2571, 4306, 4886, 4963)",51
"(858, 1221, 4963)",51
"(296, 608, 2571, 4306)",51
"(1196, 2115, 2571, 2628)",51
"(296, 356, 1196, 1210, 1240, 2858)",51
"(260, 318, 589, 1210, 2858)",51
"(4226, 4993, 44191)",51
"(47, 260, 296, 608, 1196, 1214)",51
"(296, 593, 608, 1214, 2858)",51
"(260, 296, 593, 1196, 1210, 1240, 2858)",51
"(260, 593, 1196, 1210, 1240, 2571, 2858)",51
"(589, 593, 1196, 1210, 1240, 2858)",51
"(296, 589, 1196, 1210, 1240, 2571, 2858)",51
"(589, 608, 1196, 1210, 2571, 2762)",51
"(260, 296, 608, 1089, 1210, 1213)",51
"(296, 608, 1089, 1196, 1210, 1213)",51
"(260, 608, 1089, 1196, 1210, 1213)",51
"(318, 608, 858, 1089, 1213)",51
"(593, 608, 858, 1089, 1213)",51
"(260, 541, 1196, 1197)",51
"(318, 1136, 1198, 1291)",51
"(260, 1136, 1198, 1291, 2571)",51
"(260, 608, 1196, 1214, 2858)",51
"(608, 1198, 1214, 2858)",51
"(47, 608, 1214, 2858)",51
"(260, 593, 608, 1198, 1214)",51
"(260, 608, 1198, 1214, 2571)",51
"(260, 593, 608, 1196, 1210, 1214)",51
"(260, 356, 608, 1196, 1210, 1214)",51
"(318, 608, 858, 1214)",51
"(1210, 4886, 4963)",51
"(260, 1210, 4886, 4963)",51
"(47, 296, 527, 858, 2571)",51
"(47, 260, 527, 858)",51
"(2115, 2571, 2628)",51
"(2571, 5445, 44191)",51
"(260, 296, 356, 593, 1210, 2571, 2858)",51
"(1214, 2959)",51
"(593, 1197, 1214)",51
"(1196, 1197, 1214, 2571)",51
"(260, 593, 608, 1210, 1214)",51
"(260, 356, 608, 1210, 1214)",51
"(296, 593, 608, 1214, 2762)",51
"(260, 608, 1214, 2762)",51
"(47, 296, 318, 593, 858, 1196, 2571)",51
"(260, 356, 589, 1210, 1240, 2858)",51
"(593, 608, 858, 2762)",51
"(260, 608, 858, 2762)",51
"(608, 858, 2762, 2858)",51
"(296, 318, 589, 1210, 2858)",51
"(541, 608, 858)",51
"(318, 593, 858, 1210, 1221)",51
"(260, 296, 1036, 1214, 2571)",51
"(296, 527, 1097)",51
"(593, 1036, 1214, 2571)",51
"(1, 260, 1097, 2571)",51
"(593, 1097, 1196, 2571)",51
"(296, 356, 1097, 1196)",51
"(50, 356, 858, 1221, 2858)",51
"(260, 858, 1198, 1221, 2858)",51
"(47, 296, 858, 1221, 2858)",51
"(296, 318, 608, 2762, 2858)",51
"(296, 356, 608, 2762, 2858)",51
"(260, 593, 608, 2762, 2858)",51
"(296, 608, 1196, 1210, 2762)",51
"(296, 33794, 44191)",51
"(4226, 33794, 44191)",51
"(1, 260, 296, 1196, 1210, 1240, 1291)",51
"(260, 589, 1036, 1210, 1214, 2571)",51
"(1, 318, 1097)",51
"(50, 296, 318, 858, 1221, 2858)",51
"(50, 296, 593, 858, 1221, 2858)",51
"(589, 1036, 1196, 1214, 2571)",51
"(260, 589, 1036, 1196, 1214, 2571)",51
"(589, 1036, 1198, 1214)",51
"(1097, 1210, 1291, 2115)",51
"(356, 2115, 2571, 5445)",51
"(260, 2115, 5445)",51
"(296, 318, 593, 1213, 2329)",51
"(260, 296, 318, 356, 1136, 1210)",51
"(260, 296, 356, 593, 1136, 1210)",51
"(1089, 1213, 1270)",51
"(47, 50, 858, 1221, 2858)",51
"(296, 593, 608, 1198, 2762)",51
"(593, 1036, 1210, 1214)",51
"(593, 1136, 1196, 1198, 1291)",51
"(1210, 2571, 6539)",51
"(260, 1210, 6539)",51
"(318, 356, 6539)",51
"(296, 356, 6539)",51
"(260, 296, 608, 1198, 2762)",51
"(47, 260, 296, 318, 593, 858, 1196, 2571)",51
"(47, 356, 589, 858, 1196)",51
"(47, 356, 608, 2762)",51
"(593, 1089, 1213, 1214)",51
"(1097, 1198, 1291, 2115)",51
"(44191, 68954)",51
"(2571, 7438, 44191)",51
"(6874, 7438, 44191)",51
"(47, 260, 356, 589, 858, 1196)",51
"(593, 1200, 2571, 2858)",51
"(318, 608, 1196, 2762)",51
"(260, 1136, 1196, 1198, 1291, 2571)",51
"(541, 608, 2858)",51
"(47, 260, 296, 356, 1196, 1198, 1210)",51
"(47, 589, 1196, 1198, 1210, 2571)",51
"(47, 260, 589, 1196, 1198, 1210, 2571)",51
"(260, 858, 1036, 1196, 1210, 1214)",51
"(1036, 1214, 2571, 2762)",51
"(608, 1036, 1214, 2571)",51
"(296, 608, 1196, 2571, 2762)",51
"(50, 260, 608, 2762)",51
"(296, 4963, 8961)",51
"(356, 2571, 4963, 8961)",51
"(296, 356, 589, 1136, 1210)",51
"(260, 318, 1213, 2329)",51
"(260, 1213, 2329, 2571)",51
"(296, 1196, 1213, 2329)",51
"(260, 608, 1036, 1214)",51
"(260, 608, 1036, 1196, 1214)",51
"(260, 608, 1036, 1210, 1214)",51
"(1036, 1196, 1198, 1210, 1214, 2571)",51
"(260, 1036, 1196, 1198, 1210, 1214, 2571)",51
"(260, 541, 608, 1196, 1198)",51
"(260, 608, 1036, 1196, 1210, 1214)",51
"(296, 593, 1214, 1291)",51
"(296, 356, 1210, 1240, 2571, 2858)",51
"(260, 296, 593, 1210, 1240, 2858)",51
"(260, 593, 1210, 1240, 2571, 2858)",51
"(1097, 2115, 2571)",51
"(260, 1097, 1198, 2115)",51
"(1097, 1196, 1198, 2115)",51
"(260, 296, 318, 608, 2762)",51
"(260, 593, 608, 2571, 2762)",51
"(260, 356, 608, 2571, 2762)",51
"(260, 296, 1214, 1291, 2571)",51
"(364, 1136)",51
"(260, 858, 1036, 1196, 1214)",51
"(356, 858, 1221, 2571, 2858)",51
"(260, 296, 593, 858, 1221, 2858)",51
"(589, 593, 608, 2762)",51
"(260, 356, 1265, 4963)",51
"(260, 1196, 1265, 4963)",51
"(50, 1213, 2329, 2571)",51
"(50, 260, 1213, 2329)",51
"(47, 1213, 2329)",51
"(296, 356, 1213, 2329)",51
"(47, 260, 1200, 2571)",51
"(47, 589, 1200)",51
"(260, 356, 858, 1221, 2858)",51
"(260, 2571, 4993, 6539)",51
"(541, 608, 1196, 2571)",51
"(260, 541, 593, 608, 1196)",51
"(541, 608, 1196, 1198)",51
"(1, 1196, 1214, 1291, 2571)",51
"(593, 1198, 1214, 1291)",51
"(47, 1196, 1200, 2571)",51
"(260, 1097, 1198, 1210, 2115)",51
"(1097, 1196, 1198, 1210, 2115)",51
"(47, 50, 356, 593, 858)",51
"(47, 50, 318, 356, 858, 2571)",51
"(47, 50, 260, 318, 593, 858)",51
"(318, 1089, 1213, 2329)",51
"(260, 318, 593, 1213, 1221)",51
"(356, 2571, 4963, 6874)",51
"(2571, 4963, 33794)",51
"(47, 296, 318, 1196, 1198, 1210)",51
"(47, 318, 1196, 1198, 1210, 2571)",51
"(47, 296, 356, 1196, 1198, 1210)",51
"(47, 260, 296, 318, 1196, 1198, 1210)",51
"(47, 260, 318, 1196, 1198, 1210, 2571)",51
"(356, 4306, 6539)",51
"(260, 4306, 6539)",51
"(356, 364, 6874)",51
"(47, 50, 296, 318, 858, 1221)",51
"(364, 2571, 4963)",51
"(47, 356, 589, 1196, 1210, 1240)",51
"(47, 260, 296, 589, 1196, 1210, 1240)",51
"(296, 593, 1210, 1240, 2571, 2858)",51
"(589, 1198, 1214, 1291, 2571)",51
"(47, 296, 356, 1198, 1210)",51
"(47, 260, 296, 318, 1198, 1210)",51
"(47, 260, 318, 1198, 1210, 2571)",51
"(47, 260, 296, 356, 1198, 1210)",51
"(47, 50, 296, 593, 858, 1221)",51
"(1, 260, 1214, 1291, 2571)",51
"(296, 1196, 1214, 1291, 2571)",51
"(296, 1210, 1214, 1291, 2571)",51
"(364, 588, 1265)",51
"(50, 296, 608, 858, 1196, 1210)",51
"(50, 260, 296, 608, 858, 1196, 1210)",51
"(296, 608, 858, 1198, 1210)",51
"(260, 296, 608, 858, 1198, 1210)",51
"(260, 296, 1213, 1221, 2571)",51
"(296, 593, 1213, 1221, 2571)",51
"(47, 318, 1198, 1210, 2571)",51
"(47, 296, 318, 1198, 1210)",51
"(260, 589, 1196, 1210, 1214, 1291, 2571)",51
"(1, 1196, 1210, 1214, 1291, 2571)",51
"(364, 1196, 1240)",51
"(364, 1196, 1240, 2571)",51
"(1, 260, 1210, 1214, 1291, 2571)",51
"(47, 260, 593, 858, 1221)",51
"(47, 260, 296, 858, 1221, 2571)",51
"(47, 50, 260, 296, 593, 858, 2571)",51
"(47, 50, 260, 296, 356, 858)",51
"(47, 50, 260, 589, 858)",51
"(47, 50, 296, 318, 858, 1196)",51
"(47, 589, 1198, 1210, 2571)",51
"(589, 592, 1196, 1240, 1291)",51
"(47, 260, 589, 1198, 1210, 2571)",51
"(47, 296, 858, 1196, 1198)",51
"(47, 858, 1196, 1198, 2571)",51
"(47, 260, 296, 858, 1196, 1198)",51
"(47, 50, 593, 858, 1196)",51
"(47, 50, 260, 296, 318, 858, 1196)",51
"(47, 50, 260, 593, 858, 1196)",51
"(50, 356, 1213, 1221)",51
"(50, 260, 318, 1213, 1221)",51
"(50, 260, 296, 593, 1213, 1221)",51
"(50, 296, 1196, 1213, 1221)",51
"(260, 296, 356, 608, 858, 1210)",51
"(318, 608, 858, 2571, 2858)",51
"(260, 296, 593, 1136, 1210, 2571)",51
"(593, 1196, 1213, 1221)",51
"(260, 593, 1196, 1213, 1221)",51
"(2571, 6539, 6874)",51
"(47, 260, 296, 608, 858, 1196)",51
"(47, 50, 260, 608, 858)",51
"(50, 260, 608, 858, 1196, 1198)",51
"(50, 260, 296, 1196, 1213, 1221)",51
"(593, 608, 858, 2571, 2858)",51
"(47, 296, 356, 858, 1221)",51
"(1136, 1291, 2858)",51
"(296, 356, 1136, 1210, 1291)",51
"(589, 1198, 1210, 1214, 1291)",51
"(260, 589, 1198, 1210, 1214, 1291)",51
"(260, 296, 356, 1136, 1210, 1291)",51
"(47, 260, 318, 858, 1221)",51
"(780, 1214, 1291)",51
"(296, 608, 858, 1210, 2571)",51
"(47, 296, 318, 858, 1198)",51
"(47, 260, 318, 858, 1198)",51
"(318, 4963, 5445)",51
"(47, 260, 858, 1196, 1198, 2571)",51
"(47, 260, 318, 608, 858)",51
"(858, 1196, 1214, 1291)",51
"(260, 858, 1196, 1214, 1291)",51
"(858, 1198, 1214, 1291)",51
"(47, 50, 296, 356, 1196, 1210)",51
"(47, 50, 356, 1196, 1210, 2571)",51
"(47, 50, 260, 296, 593, 1196, 1210)",51
"(47, 50, 589, 1196, 1210)",51
"(260, 858, 1196, 1210, 1214, 1291)",51
"(648, 1214, 1291)",51
"(608, 1196, 1214, 1291)",51
"(608, 1210, 1214, 1291)",51
"(608, 1196, 1210, 1214, 1291)",51
"(47, 296, 608, 858, 1196)",51
"(858, 1196, 1210, 1214, 1291)",51
"(260, 364, 1210, 1265)",51
"(364, 1196, 1210, 1265)",51
"(260, 364, 1196, 1210, 1265)",51
"(260, 1036, 1196, 1210, 1214, 1291, 2571)",51
"(32, 1196, 1240, 1291)",51
"(32, 1210, 1240, 1291)",51
"(47, 50, 589, 1210)",51
"(47, 50, 296, 318, 1196, 1210)",51
"(47, 50, 318, 1196, 1210, 2571)",51
"(589, 1036, 1214, 1291)",51
"(50, 296, 858, 1196, 1198, 1221)",51
"(50, 260, 296, 858, 1196, 1198, 1221)",51
"(47, 260, 356, 1196, 1210, 1240, 2571)",51
"(356, 608, 858, 1196, 1198)",51
"(260, 356, 608, 858, 1196, 1198)",51
"(50, 1213, 1221, 2858)",51
"(260, 296, 318, 858, 1213, 1221)",51
"(50, 356, 608, 858, 1196)",51
"(260, 2571, 4963, 5445)",51
"(260, 1196, 4963, 5445)",51
"(1210, 2571, 4963, 5445)",51
"(50, 608, 858, 1196, 1198)",51
"(260, 1196, 1240, 2115, 2716)",51
"(1210, 1240, 2115, 2716)",51
"(260, 1210, 1240, 2115, 2716)",51
"(1196, 1210, 1240, 2115, 2716)",51
"(260, 1196, 1210, 1240, 2115, 2716)",51
"(260, 1198, 1213, 1221)",51
"(50, 1198, 1213, 1221)",51
"(47, 296, 318, 593, 858, 1221)",51
"(1036, 1196, 1210, 1214, 1291, 2571)",51
"(1196, 1210, 1270, 2115, 2716)",51
"(1270, 2115, 2571, 2716)",51
"(10, 329)",51
"(47, 50, 260, 296, 593, 1210)",51
"(780, 1196, 1240, 1291)",51
"(260, 780, 1196, 1240, 1291)",51
"(780, 1210, 1240, 1291)",51
"(260, 780, 1210, 1240, 1291)",51
"(780, 1196, 1210, 1240, 1291)",51
"(260, 780, 1196, 1210, 1240, 1291)",51
"(32, 260, 1240, 1291)",51
"(356, 364, 2329)",51
"(364, 2571, 4306, 4886)",51
"(260, 608, 858, 1198, 2571)",51
"(296, 593, 1213, 1221, 2858)",51
"(260, 1213, 1221, 2858)",51
"(260, 364, 1198, 1210, 1270)",51
"(296, 318, 593, 1270, 2571)",51
"(364, 1196, 1270, 2571)",51
"(260, 364, 1196, 1270, 2571)",51
"(356, 364, 597)",51
"(318, 356, 593, 1270, 2571)",51
"(260, 364, 1196, 1265, 2571)",51
"(364, 1210, 1265)",51
"(318, 858, 1196, 1198, 1221)",51
"(260, 318, 858, 1196, 1198, 1221)",51
"(318, 593, 608, 858, 1198)",51
"(1196, 1270, 2115, 2716)",51
"(260, 1196, 1270, 2115, 2716)",51
"(1198, 1270, 2115, 2716)",51
"(1210, 1270, 2115, 2716)",51
"(260, 1210, 1270, 2115, 2716)",51
"(858, 1198, 1240, 1291)",51
"(47, 50, 296, 356, 1210)",51
"(47, 50, 356, 1210, 2571)",51
"(296, 329, 592)",51
"(260, 296, 593, 858, 1198, 1221)",51
"(260, 356, 858, 1198, 1221, 2571)",51
"(260, 356, 593, 858, 2858)",51
"(50, 260, 296, 608, 858, 2571)",51
"(296, 318, 1136, 1210, 2571)",51
"(260, 1196, 1210, 4963, 5445)",51
"(4886, 4963, 5445)",51
"(50, 260, 318, 608, 858, 1196)",51
"(50, 260, 356, 608, 858, 1196)",51
"(364, 1196, 1210, 1270, 2571)",51
"(260, 364, 1196, 1210, 1270, 2571)",51
"(364, 1198, 1210, 1270)",51
"(260, 364, 1198, 1270)",51
"(364, 1196, 1198, 1270)",51
"(260, 364, 1196, 1198, 1270)",51
"(589, 1136, 1210, 1291, 2571)",51
"(260, 589, 1136, 1210, 1291, 2571)",51
"(364, 1210, 1270, 2571)",51
"(260, 364, 1210, 1270, 2571)",51
"(364, 1196, 1198, 1210, 1270)",51
"(260, 364, 1196, 1198, 1210, 1270)",51
"(110, 296, 356, 364)",51
"(318, 356, 589, 1270, 2571)",51
"(260, 296, 318, 589, 1270)",51
